,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
2291,Inferential_Statistics/eur-inferential_statistics-137-en,eur-inferential_statistics-137-en,"A researcher is interested in the influence of the drop in price for gasoline (bezine) on students who own a car. He wants to predict how many kilometers they will drive in in Januari 2015 [KM_JAN] by using a few predictors. For 202 students, the researcher has gathered the following data: 1) actual driven kilometers in Jan 2015 [KM_JAN], 2) actual driven kilometers in October 2014 [KM_OCT], 3) income for January 2015 [INCOME_JAN], 4) total kilometers traveled using public transport for February 2015 [PUB_TRANS], and 5) type of car [car] (1 = hybrid, 2 = sedan, 3 = suv).
Open the data file.
Expand the model using the variable for type of car [car]. Create dummy variables and make ""hybrid"" your reference group. How much did the proportion of explained variance in driven kilometers in January 2015 increase after the variable car [car] was added as a predictor to the model?
**Download**: [SPSS file](eur-inferential_statistics-137-en-data.sav), [CSV file](eur-inferential_statistics-137-en-data.csv)
",num,Inferential Statistics/Regression/Multiple linear regression/R squared change,Performing analysis,SPSS,English,Statistical Literacy,9b3a9,Inferential Statistics/R squared change,2026-01-12
2292,Inferential_Statistics/eur-inferential_statistics-137-nl,eur-inferential_statistics-137-nl,"Een onderzoeker is geïnteresseerd in de gevolgen van de dalende benzineprijs op studenten met een auto en wil graag hun aantal gereden kilometers  in januari 2015 [km_jan] voorspellen aan de hand van een aantal predictoren. Ze heeft de volgende gegevens verzameld bij 202 studenten: 1) Gereden kilometers in januari 2015 [km_jan]; 2) Gereden kilometers in oktober 2014 [km_okt]; 3) de inkomsten uit een bijbaan in januari 2015 [salary_jan]; 4) het aantal kilometers dat de studenten gemiddeld afleggen met het openbaar vervoer in de maand februari 2015 [ov]; en 5) het type auto [car] (1 = hybride, 2 = sedan, 3 = suv).
Open het databestand.
Voorspel eerst de gereden kilometers in januari 2015 [km_jan] uit de gereden kilometers in oktober 2014 [km_okt], de inkomsten uit een bijbaan in januari 2015 [salary_jan] en het aantal kilometers dat de studenten gemiddeld afleggen met het openbaar vervoer in de maand februari 2015 [ov].
Breid het model uit met de variabele type auto [car]. Je dient hiervoor eerst dummy variabelen aan te maken. Laat auto= “hybride” de referentiegroep zijn. Hoeveel is de proportie verklaarde variantie in  gereden kilometers in januari 2015 [km_jan] toegenomen doordat de variabele type auto [car] als predictor aan het model is toegevoegd? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-137-nl-data.sav), [CSV file](eur-inferential_statistics-137-nl-data.csv)
",num,"Inferential Statistics/Regression/Multiple linear regression/R squared change, Inferential Statistics/Regression/Simple linear regression",Performing analysis,SPSS,Dutch,Statistical Literacy,fc70b,Inferential Statistics/R squared change,2026-01-12
2293,Inferential_Statistics/eur-inferential_statistics-140-en,eur-inferential_statistics-140-en,"A researcher from Erasmus University Rotterdam is investigating the possible advantages of PBL on students’ social competencies and has gathered social competency scores about students on four occasions. These scores come from observations by the researcher 2 days after their first PBL group (T1_social), six months after their first PBL tutor group (T2­_social), a year after their first PBL tutor group (T3_social) and a year and a half after their first PBL tutor group (T4_social). At these four occasions, social competence was measured using a semi-structured interview with scores varying from 0 (not social) to 40 (very social). Additionally, the researcher determines whether a student is shy or not [SHY]. 
Open the data file.
Conduct an analysis for all subjects to determine whether the level of social competency differs between the four measurements ? [T1_social, T2_social, T3_social, T4_social]. What is the F-value for this effect according to univariate approach? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-140-en-data.sav), [CSV file](eur-inferential_statistics-140-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Oneway repeated measures ANOVA,Performing analysis,SPSS,English,Statistical Literacy,552bc,Inferential Statistics/Oneway repeated measures ANOVA,2026-01-12
2294,Inferential_Statistics/eur-inferential_statistics-140-nl,eur-inferential_statistics-140-nl,"Er is in het onderwijs veel aandacht voor de voordelen van PGO. Een onderzoeker aan de Erasmus Universiteit heeft op 4 meetmomenten informatie verzameld over de sociale vaardigheden van studenten. De studenten werden tijdens onderwijsgroepen geobserveerd en beoordeeld op sociale vaardigheid 1) 2 dagen na hun eerste PGO les [T1_social] ; 2) een half jaar na hun eerste PGO les [T2_social]; 3) een jaar na hun eerste PGO les [T3_social]; en 4) anderhalf jaar na hun eerste PGO les [T4_social]. Het sociale gedrag werd gescoord middels een semi-gestructureerd interview waarbij de scores kunnen variëren van 0 (niet sociaal) tot 40 (uiterst sociaal). Verder registreert de behandelaar of de patiënten last hebben van verlegenheid of niet [verlegen].
Open het databestand.
Voer eerst voor alle proefpersonen een analyse uit om te bepalen of de sociale vaardigheid verschilt voor de vier meetmomenten [T1_social, T2_social, T3_social, T4_social]. Wat is de F-waarde voor dit effect volgens de univariate benadering? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-140-nl-data.sav), [CSV file](eur-inferential_statistics-140-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Oneway repeated measures ANOVA,Performing analysis,SPSS,Dutch,Statistical Literacy,5aacb,Inferential Statistics/Oneway repeated measures ANOVA,2026-01-12
2295,Inferential_Statistics/eur-inferential_statistics-141-en,eur-inferential_statistics-141-en,"A researcher from Erasmus University Rotterdam is investigating the possible advantages of PBL on students’ social competencies and has gathered social competency scores about students on four occasions. These scores come from observations by the researcher 2 days after their first PBL group (T1_social), six months after their first PBL tutor group (T2­_social), a year after their first PBL tutor group (T3_social) and a year and a half after their first PBL tutor group (T4_social). At these four occasions, social competence was measured using a semi-structured interview with scores varying from 0 (not social) to 40 (very social). Additionally, the researcher determines whether a student is shy or not [SHY]. 
Open the data file.
The researcher thinks that being shy or not [SHY] may influence the change in social competency over time. Conduct the appropriate analysis to test this hypothesis. What is the F-value for this effect according to univariate approach? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-141-en-data.sav), [CSV file](eur-inferential_statistics-141-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Mixed design ANOVA,Performing analysis,SPSS,English,Statistical Literacy,072ae,Inferential Statistics/Mixed design ANOVA,2026-01-12
2296,Inferential_Statistics/eur-inferential_statistics-141-nl,eur-inferential_statistics-141-nl,"Er is in het onderwijs veel aandacht voor de voordelen van PGO. Een onderzoeker aan de Erasmus Universiteit heeft op 4 meetmomenten informatie verzameld over de sociale vaardigheden van studenten. De studenten werden tijdens onderwijsgroepen geobserveerd en beoordeeld op sociale vaardigheid 1) 2 dagen na hun eerste PGO les [T1_social] ; 2) een half jaar na hun eerste PGO les [T2_social]; 3) een jaar na hun eerste PGO les [T3_social]; en 4) anderhalf jaar na hun eerste PGO les [T4_social]. Het sociale gedrag werd gescoord middels een semi-gestructureerd interview waarbij de scores kunnen variëren van 0 (niet sociaal) tot 40 (uiterst sociaal). Verder registreert de behandelaar of de patiënten last hebben van verlegenheid of niet [verlegen].
Open het databestand.
De onderzoeker denkt dat het wel of niet hebben van psychoses [psychosis] het verloop van het agressieve gedrag door de tijd beïnvloedt. Voer de juist analyse uit om deze hypothese te toetsen. Wat is de F-waarde voor dit effect volgens de univariate benadering? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-141-nl-data.sav), [CSV file](eur-inferential_statistics-141-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Mixed design ANOVA,Performing analysis,SPSS,Dutch,Statistical Literacy,81810,Inferential Statistics/Mixed design ANOVA,2026-01-12
2339,Inferential_Statistics/eur-inferential_statistics-222-en,eur-inferential_statistics-222-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1].
Test whether the average number of Driving kilometers is significantly different from the average number of kilometers as a Co-driver. Write the p-value found in the answer box (with 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-222-en-data.sav), [CSV file](eur-inferential_statistics-222-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/t-test/Independent samples means,Performing analysis,SPSS,English,Statistical Literacy,25428,Inferential Statistics/Independent samples means,2026-01-12
2340,Inferential_Statistics/eur-inferential_statistics-222-nl,eur-inferential_statistics-222-nl,"Mannen en vrouwen hebben in de auto vaak commentaar op elkaars rijgedrag. We kijken naar het geslacht van wie er achter het stuur zit [Chauffeur, waarbij man = 0, vrouw = 1], in welk merk auto iemand rijdt [Auto, waarbij Ford = 1, Audi = 2, Toyota = 3, en Volkswagen = 4], naar de gereden kilometers [Gereden_kilometers] en naar de kilometers als bijrijder [Bijrijder_kilometers]. Ook kijken we naar wie een botsing heeft gekregen en wie niet [Botsing, waarbij geen botsing = 0, wel botsing = 1].
Toets of het gemiddelde aantal Gereden kilometers significant afwijkt van het gemiddelde aantal kilometers als Bijrijder. Schrijf de gevonden p-waarde in het antwoordvakje (met 3 cijfers achter de komma).
**Download**: [SPSS file](eur-inferential_statistics-222-nl-data.sav), [CSV file](eur-inferential_statistics-222-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/t-test/Independent samples means,Performing analysis,SPSS,Dutch,Statistical Literacy,5c08b,Inferential Statistics/Independent samples means,2026-01-12
2341,Inferential_Statistics/eur-inferential_statistics-223-en,eur-inferential_statistics-223-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1].
What is the probability of getting a collision [Collision=1] among women [Driver]? Write the probability (not a percentage) in the answer box (with 2 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-223-en-data.sav), [CSV file](eur-inferential_statistics-223-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Calculation, Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,c124c,Inferential Statistics/Cross tables,2026-01-12
2342,Inferential_Statistics/eur-inferential_statistics-223-nl,eur-inferential_statistics-223-nl,"Mannen en vrouwen hebben in de auto vaak commentaar op elkaars rijgedrag. We kijken naar het geslacht van wie er achter het stuur zit [Chauffeur, waarbij man = 0, vrouw = 1], in welk merk auto iemand rijdt [Auto, waarbij Ford = 1, Audi = 2, Toyota = 3, en Volkswagen = 4], naar de gereden kilometers [Gereden_kilometers] en naar de kilometers als bijrijder [Bijrijder_kilometers]. Ook kijken we naar wie een botsing heeft gekregen en wie niet [Botsing, waarbij geen botsing = 0, wel botsing = 1].
Wat is de kans op het krijgen van een botsing [Botsing=1] bij vrouwen [Chauffeur]? Schrijf de kans (geen percentage) in het antwoordvakje (met 2 cijfers achter de komma).
**Download**: [SPSS file](eur-inferential_statistics-223-nl-data.sav), [CSV file](eur-inferential_statistics-223-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Calculation, Interpreting output, Performing analysis",SPSS,Dutch,Statistical Literacy,77499,Inferential Statistics/Cross tables,2026-01-12
2349,Inferential_Statistics/eur-inferential_statistics-227-en,eur-inferential_statistics-227-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1]....
The researcher tests whether there is a relationship between the gender of the driver and the make of the car. Write the p-value of this test in the answer box (using 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-227-en-data.sav), [CSV file](eur-inferential_statistics-227-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables/Chi-Squared for Independence,Performing analysis,SPSS,English,Statistical Literacy,b2a46,Inferential Statistics/Chi-Squared for Independence,2026-01-12
2350,Inferential_Statistics/eur-inferential_statistics-227-nl,eur-inferential_statistics-227-nl,"Mannen en vrouwen hebben in de auto vaak commentaar op elkaars rijgedrag. We kijken naar het geslacht van wie er achter het stuur zit [Chauffeur, waarbij man = 0, vrouw = 1], in welk merk auto iemand rijdt [Auto, waarbij Ford = 1, Audi = 2, Toyota = 3, en Volkswagen = 4], naar de gereden kilometers [Gereden_kilometers] en naar de kilometers als bijrijder [Bijrijder_kilometers]. Ook kijken we naar wie een botsing heeft gekregen en wie niet [Botsing, waarbij geen botsing = 0, wel botsing = 1]..
De onderzoeker toetst of er een relatie is tussen het geslacht van de chauffeur en het merk van de auto. Schrijf de p-waarde van deze toets in het antwoordvakje (met 3 cijfers achter de komma).
**Download**: [SPSS file](eur-inferential_statistics-227-nl-data.sav), [CSV file](eur-inferential_statistics-227-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables/Chi-Squared for Independence,Performing analysis,SPSS,Dutch,Statistical Literacy,3cb1c,Inferential Statistics/Chi-Squared for Independence,2026-01-12
2351,Inferential_Statistics/eur-inferential_statistics-228-en,eur-inferential_statistics-228-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1].
Someone states that 45% of all drivers will be male. Is this person right or should we reject his statement? Write the p-value found for this test in the answer box (using 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-228-en-data.sav), [CSV file](eur-inferential_statistics-228-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables/Chi-Squared for Independence,Performing analysis,SPSS,English,Statistical Literacy,e741b,Inferential Statistics/Chi-Squared for Independence,2026-01-12
2352,Inferential_Statistics/eur-inferential_statistics-228-nl,eur-inferential_statistics-228-nl,"Mannen en vrouwen hebben in de auto vaak commentaar op elkaars rijgedrag. We kijken naar het geslacht van wie er achter het stuur zit [Chauffeur, waarbij man = 0, vrouw = 1], in welk merk auto iemand rijdt [Auto, waarbij Ford = 1, Audi = 2, Toyota = 3, en Volkswagen = 4], naar de gereden kilometers [Gereden_kilometers] en naar de kilometers als bijrijder [Bijrijder_kilometers]. Ook kijken we naar wie een botsing heeft gekregen en wie niet [Botsing, waarbij geen botsing = 0, wel botsing = 1].
Iemand stelt dat 45% van alle chauffeurs een man zal zijn. Heeft deze persoon gelijk of moeten we zijn stelling verwerpen? Schrijf de gevonden p-waarde van deze toets in het antwoordvakje (met 3 cijfers achter de komma).
**Download**: [SPSS file](eur-inferential_statistics-228-nl-data.sav), [CSV file](eur-inferential_statistics-228-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables/Chi-Squared for Independence,Performing analysis,SPSS,Dutch,Statistical Literacy,97219,Inferential Statistics/Chi-Squared for Independence,2026-01-12
2353,Inferential_Statistics/eur-inferential_statistics-229-en,eur-inferential_statistics-229-en,"A question that has puzzled researchers for years is...do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
If you want to know the correlation between the number of hours of sleep [HourSleep] and the number of minutes of film [MinutenFilm], look at the Pearson correlation. Give the value of this correlation. (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-229-en-data.sav), [CSV file](eur-inferential_statistics-229-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,Performing analysis,SPSS,English,Statistical Literacy,94a2d,Inferential Statistics/Pearson,2026-01-12
2354,Inferential_Statistics/eur-inferential_statistics-229-nl,eur-inferential_statistics-229-nl,"Een vraag die onderzoekers al jaren bezighoudt is…slaap je nu echt slechter als je naar een horror-film hebt gekeken? Om deze vraag voor eens en voor altijd te beantwoorden heeft een onderzoeker aan de EUR een steekproef getrokken uit alle bezoekers van een Horror-film festival (Slasher-fest) in Rotterdam.  De deelnemers moesten aangeven hoe lang de film was die ze hadden gekeken op het festival, en hoeveel uur ze de avond na het festival hadden geslapen. Ook heeft de onderzoeker een vragenlijst afgenomen bij de deelnemers waarmee hij hun “mate van angstigheid” kon meten, en heeft hij geregistreerd of iemand man [Geslacht = 0] of vrouw [Geslacht = 1] was.
Als je de correlatie wilt weten tussen het aantal uren slaap [UrenSlaap] en het aantal minuten film [MinutenFilm], kijk je naar de Pearson correlatie. Geef de waarde van deze correlatie. (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-229-nl-data.sav), [CSV file](eur-inferential_statistics-229-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,Performing analysis,SPSS,Dutch,Statistical Literacy,33ebb,Inferential Statistics/Pearson,2026-01-12
2355,Inferential_Statistics/eur-inferential_statistics-230-en,eur-inferential_statistics-230-en,"A question that has puzzled researchers for years is...do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
What is the Pearson correlation between the number of hours of sleep [HourSleep] and the number of minutes of movie [MinutenFilm] among men [Gender]? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-230-en-data.sav), [CSV file](eur-inferential_statistics-230-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,3a3d5,Inferential Statistics/Pearson,2026-01-12
2356,Inferential_Statistics/eur-inferential_statistics-230-nl,eur-inferential_statistics-230-nl,"Een vraag die onderzoekers al jaren bezighoudt is…slaap je nu echt slechter als je naar een horror-film hebt gekeken? Om deze vraag voor eens en voor altijd te beantwoorden heeft een onderzoeker aan de EUR een steekproef getrokken uit alle bezoekers van een Horror-film festival (Slasher-fest) in Rotterdam.  De deelnemers moesten aangeven hoe lang de film was die ze hadden gekeken op het festival, en hoeveel uur ze de avond na het festival hadden geslapen. Ook heeft de onderzoeker een vragenlijst afgenomen bij de deelnemers waarmee hij hun “mate van angstigheid” kon meten, en heeft hij geregistreerd of iemand man [Geslacht = 0] of vrouw [Geslacht = 1] was.
Wat is de Pearson correlatie tussen het aantal uren slaap [UrenSlaap] en het aantal minuten film [MinutenFilm] bij de mannen [Geslacht]? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-230-nl-data.sav), [CSV file](eur-inferential_statistics-230-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,"Interpreting output, Performing analysis",SPSS,Dutch,Statistical Literacy,bfe8c,Inferential Statistics/Pearson,2026-01-12
2357,Inferential_Statistics/eur-inferential_statistics-231-en,eur-inferential_statistics-231-en,"A question that has puzzled researchers for years is.....do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
Investigate the extent to which you can predict the number of hours of sleep [HourSleep] a person has had based on the number of minutes of movie [MinutenFilm] that person has watched. What is the value of the test statistic for the entire model, where you predict the number of hours of sleep [HourSleep] by the number of minutes of movie [MinutenFilm]? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-231-en-data.sav), [CSV file](eur-inferential_statistics-231-en-data.csv)
",num,Inferential Statistics/Regression/Simple linear regression,Performing analysis,SPSS,English,Statistical Literacy,f7a66,Inferential Statistics/Simple linear regression,2026-01-12
2358,Inferential_Statistics/eur-inferential_statistics-231-nl,eur-inferential_statistics-231-nl,"Een vraag die onderzoekers al jaren bezighoudt is…..slaap je nu echt slechter als je naar een horror-film hebt gekeken? Om deze vraag voor eens en voor altijd te beantwoorden heeft een onderzoeker aan de EUR een steekproef getrokken uit alle bezoekers van een Horror-film festival (Slasher-fest) in Rotterdam.  De deelnemers moesten aangeven hoe lang de film was die ze hadden gekeken op het festival, en hoeveel uur ze de avond na het festival hadden geslapen. Ook heeft de onderzoeker een vragenlijst afgenomen bij de deelnemers waarmee hij hun “mate van angstigheid” kon meten, en heeft hij geregistreerd of iemand man [Geslacht = 0] of vrouw [Geslacht = 1] was.
Onderzoek in hoeverre je het aantal uren slaap [UrenSlaap] dat iemand heeft gehad kunt voorspellen aan de hand van het aantal minuten film [MinutenFilm] dat die persoon heeft gekeken. Wat is de waarde van de toetsstatistiek voor het hele model, waarbij je het aantal uren slaap [UrenSlaap] voorspelt aan de hand van het aantal minuten film [MinutenFilm]? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-231-nl-data.sav), [CSV file](eur-inferential_statistics-231-nl-data.csv)
",num,Inferential Statistics/Regression/Simple linear regression,Performing analysis,SPSS,Dutch,Statistical Literacy,a4b96,Inferential Statistics/Simple linear regression,2026-01-12
2359,Inferential_Statistics/eur-inferential_statistics-232-en,eur-inferential_statistics-232-en,"A question that has puzzled researchers for years is.....do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
If you want to know which of the two independent variables (predictors) measured on a different scale [MinuteFilm and Gender] better predicts the number of hours of sleep [HourSleep], TRUE should you look? Give the value of the relevant coefficient of the worst predictor. (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-232-en-data.sav), [CSV file](eur-inferential_statistics-232-en-data.csv)
",num,Inferential Statistics/Regression/Simple linear regression,Performing analysis,SPSS,English,Statistical Literacy,cc8fe,Inferential Statistics/Simple linear regression,2026-01-12
2360,Inferential_Statistics/eur-inferential_statistics-232-nl,eur-inferential_statistics-232-nl,"Een vraag die onderzoekers al jaren bezighoudt is…..slaap je nu echt slechter als je naar een horror-film hebt gekeken? Om deze vraag voor eens en voor altijd te beantwoorden heeft een onderzoeker aan de EUR een steekproef getrokken uit alle bezoekers van een Horror-film festival (Slasher-fest) in Rotterdam.  De deelnemers moesten aangeven hoe lang de film was die ze hadden gekeken op het festival, en hoeveel uur ze de avond na het festival hadden geslapen. Ook heeft de onderzoeker een vragenlijst afgenomen bij de deelnemers waarmee hij hun “mate van angstigheid” kon meten, en heeft hij geregistreerd of iemand man [Geslacht = 0] of vrouw [Geslacht = 1] was.
Als je wilt weten welke van de twee onafhankelijke variabelen (predictoren), die op een verschillende schaal zijn gemeten [MinutenFilm en Geslacht], een betere voorspelling geeft van het aantal uren slaap [UrenSlaap], waar moet je dan kijken? Geef de waarde van de relevante coëfficiënt van de slechtste voorspeller. (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-232-nl-data.sav), [CSV file](eur-inferential_statistics-232-nl-data.csv)
",num,Inferential Statistics/Regression/Simple linear regression,Performing analysis,SPSS,Dutch,Statistical Literacy,b8d6b,Inferential Statistics/Simple linear regression,2026-01-12
2361,Inferential_Statistics/eur-inferential_statistics-233-en,eur-inferential_statistics-233-en,"A question that has puzzled researchers for years is...do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
Add the variable Anxiety Score to the model that initially included only MinutenFilm as a predictor. What is the difference in proportion explained variance compared to the model with only MinutenFilm? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-233-en-data.sav), [CSV file](eur-inferential_statistics-233-en-data.csv)
",num,"Inferential Statistics/Regression/Simple linear regression, Inferential Statistics/Regression/R squared, Inferential Statistics/Regression/Multiple linear regression/R squared change",Performing analysis,SPSS,English,Statistical Literacy,15a60,Inferential Statistics/Simple linear regression,2026-01-12
2362,Inferential_Statistics/eur-inferential_statistics-233-nl,eur-inferential_statistics-233-nl,"Een vraag die onderzoekers al jaren bezighoudt is…slaap je nu echt slechter als je naar een horror-film hebt gekeken? Om deze vraag voor eens en voor altijd te beantwoorden heeft een onderzoeker aan de EUR een steekproef getrokken uit alle bezoekers van een Horror-film festival (Slasher-fest) in Rotterdam.  De deelnemers moesten aangeven hoe lang de film was die ze hadden gekeken op het festival, en hoeveel uur ze de avond na het festival hadden geslapen. Ook heeft de onderzoeker een vragenlijst afgenomen bij de deelnemers waarmee hij hun “mate van angstigheid” kon meten, en heeft hij geregistreerd of iemand man [Geslacht = 0] of vrouw [Geslacht = 1] was.
Voeg de variabele Angst-score toe aan het model waarin in eerste instantie alleen MinutenFilm als predictor is opgenomen. Wat is het verschil in proportie verklaarde variantie t.o.v. het model met alleen MinutenFilm? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-233-nl-data.sav), [CSV file](eur-inferential_statistics-233-nl-data.csv)
",num,"Inferential Statistics/Regression/Simple linear regression, Inferential Statistics/Regression/R squared, Inferential Statistics/Regression/Multiple linear regression/R squared change",Performing analysis,SPSS,Dutch,Statistical Literacy,8024a,Inferential Statistics/Simple linear regression,2026-01-12
2363,Inferential_Statistics/eur-inferential_statistics-234-en,eur-inferential_statistics-234-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
Test whether there is a difference between the three different sports [Sports] in average income [Income]. Give the F value. (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-234-en-data.sav), [CSV file](eur-inferential_statistics-234-en-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA, Inferential Statistics/NHST/Test statistic/F-statistic",Performing analysis,SPSS,English,Statistical Literacy,59d19,Inferential Statistics/Oneway ANOVA,2026-01-12
2364,Inferential_Statistics/eur-inferential_statistics-234-nl,eur-inferential_statistics-234-nl,"Een onderzoeker twijfelt of hij toch niet beter atleet kan worden, en als hij daarvoor kiest, welke sport hij dan het beste kan kiezen. Om dit voor zichzelf te bepalen heeft hij een steekproef getrokken uit alle professionele sporters in de VS en bepaald wat hun gemiddelde jaarlijkse inkomen was (in 10.000 dollars). Daarnaast heeft hij bepaald wat voor sport [Voetbal = 1, Basketbal = 2, Honkbal = 3] iemand deed, en of het ging om een mannelijke [Geslacht = 0] of een vrouwelijke [Geslacht = 1] atleet.
Toets of er verschil is tussen de drie verschillende sporten [Sport] in gemiddelde inkomen [inkomen]. Geef de F-waarde. (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-234-nl-data.sav), [CSV file](eur-inferential_statistics-234-nl-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA, Inferential Statistics/NHST/Test statistic/F-statistic",Performing analysis,SPSS,Dutch,Statistical Literacy,880a8,Inferential Statistics/Oneway ANOVA,2026-01-12
