,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
2277,Inferential_Statistics/eur-inferential_statistics-130-en,eur-inferential_statistics-130-en,"Research has shown that when people learn words from a foreign language they better remember those words if they first study the words and then test themselves trying to recollect the words, compared to just studying the words twice. A researcher from the institute of psychology wants to know whether this so-called testing effect can be proven to exist in the classroom. She divides a group of 60 students into three groups [condition]. The students in group 1 study a list of 30 French words and their Dutch translation twice (1 = restudy). The students in group 2 study the list of 30 French words and their Dutch translation once and then test themselves (2 = testing). The students in group 3 just study the list of 30 French words and their Dutch translation once without testing themselves (3 = study_once). A week after the study phase, the students took a test where they had to give the Dutch translation of the 30 French words that they studied earlier. The total number of correct translations is represented by the variable score [score]. Additionally, the researcher included for each student his/her French grade [French].
Open the data file.
What is in the model with outcome variable [score], independent variable [condition], and covariate [French], the unstandardized regression coefficient of French grade [French]? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-130-en-data.sav), [CSV file](eur-inferential_statistics-130-en-data.csv)
",num,Inferential Statistics/Regression/Regression F-test,Performing analysis,SPSS,English,Statistical Literacy,0ef24,Inferential Statistics/Regression F-test,2026-01-12
2279,Inferential_Statistics/eur-inferential_statistics-131-en,eur-inferential_statistics-131-en,"Currently, in the Netherlands, there is debate about the usefulness of long-term detention with psychiatric treatment. A psychiatrist of a Dutch long-term detention centre collected data about aggression of detainees. The detainees were observed during group treatment sessions and the level of aggressive behavior was rated at four points in time: (1) 2 days after their admission to the centre [T1_aggression] ; (2) half a year after admission [T2_aggression]; (3) a year after admission [T3_aggression]; and (4) a year and a half after admission [T4_aggression]. The level of aggressive behavior was rated by means of a semi-structured interview, resulting in scores ranging from 0 (not aggressive) to 40 (extremely aggressive). Furthermore, the psychiatrist registered whether detainees suffered from psychosis or not [psychosis].
Open the data file.
Conduct an analysis for all subjects to determine whether the level of aggressive behavior differs between the four measurements [T1_aggression, T2_aggression, T3_aggression, T4_aggression]. What is the F-value for this effect according to univariate approach? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-131-en-data.sav), [CSV file](eur-inferential_statistics-131-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Oneway repeated measures ANOVA,Performing analysis,SPSS,English,Statistical Literacy,5546f,Inferential Statistics/Oneway repeated measures ANOVA,2026-01-12
2281,Inferential_Statistics/eur-inferential_statistics-132-en,eur-inferential_statistics-132-en,"Currently, in the Netherlands, there is debate about the usefulness of long-term detention with psychiatric treatment. A psychiatrist of a Dutch long-term detention centre collected data about aggression of detainees. The detainees were observed during group treatment sessions and the level of aggressive behavior was rated at four points in time: (1) 2 days after their admission to the centre [T1_aggression] ; (2) half a year after admission [T2_aggression]; (3) a year after admission [T3_aggression]; and (4) a year and a half after admission [T4_aggression]. The level of aggressive behavior was rated by means of a semi-structured interview, resulting in scores ranging from 0 (not aggressive) to 40 (extremely aggressive). Furthermore, the psychiatrist registered whether detainees suffered from psychosis or not [psychosis].
Open the data file.
The researcher thinks that being psychotic [psychose] may influence the level of aggression over time. Conduct the appropriate analysis to test this hypothesis. What is the F-value for this effect according to univariate approach? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-132-en-data.sav), [CSV file](eur-inferential_statistics-132-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Mixed design ANOVA,Performing analysis,SPSS,English,Statistical Literacy,efaab,Inferential Statistics/Mixed design ANOVA,2026-01-12
2283,Inferential_Statistics/eur-inferential_statistics-133-en,eur-inferential_statistics-133-en,"A researcher is interested in the influence of the drop in price for gasoline (bezine) on students who own a car. He wants to predict how many kilometers they will drive in in Januari 2015 [KM_JAN] by using a few predictors. For 202 students, the researcher has gathered the following data: 1) actual driven kilometers in Jan 2015 [KM_JAN], 2) actual driven kilometers in October 2014 [KM_OCT], 3) income for January 2015 [INCOME_JAN], 4) total kilometers traveled using public transport for February 2015 [PUB_TRANS], and 5) type of car [car] (1 = hybrid, 2 = sedan, 3 = suv).
Open the data file. 
Compute the correlations between the predictors: [KM_OCT],  [INCOME_JAN], [PUB_TRANS], and the outcome variable [KM_JAN]. Choose in this analysis a listwise exclusion of missing values. Which predictor has the highest correlation with the outcome variable? Report this correlation. (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-133-en-data.sav), [CSV file](eur-inferential_statistics-133-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,Performing analysis,SPSS,English,Statistical Literacy,ec37e,Inferential Statistics/Pearson,2026-01-12
2285,Inferential_Statistics/eur-inferential_statistics-134-en,eur-inferential_statistics-134-en,"A researcher is interested in the influence of the drop in price for gasoline (bezine) on students who own a car. He wants to predict how many kilometers they will drive in in Januari 2015 [KM_JAN] by using a few predictors. For 202 students, the researcher has gathered the following data: 1) actual driven kilometers in Jan 2015 [KM_JAN], 2) actual driven kilometers in October 2014 [KM_OCT], 3) income for January 2015 [INCOME_JAN], 4) total kilometers traveled using public transport for February 2015 [PUB_TRANS], and 5) type of car [car] (1 = hybrid, 2 = sedan, 3 = suv).
Open the data file.
Predict the driven kilometers in January 2015 [KM_JAN] from the driven kilometers in October 2014 [KM_OCT], income for January 2015 [INCOME_JAN] and total kilometers traveled using public transport for February 2015 [PUB_TRANS]. What is the explained variance for this model (in the sample)? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-134-en-data.sav), [CSV file](eur-inferential_statistics-134-en-data.csv)
",num,Inferential Statistics/Regression/R squared,Performing analysis,SPSS,English,Statistical Literacy,1f115,Inferential Statistics/R squared,2026-01-12
2287,Inferential_Statistics/eur-inferential_statistics-135-en,eur-inferential_statistics-135-en,"A researcher is interested in the influence of the drop in price for gasoline (bezine) on students who own a car. He wants to predict how many kilometers they will drive in in Januari 2015 [KM_JAN] by using a few predictors. For 202 students, the researcher has gathered the following data: 1) actual driven kilometers in Jan 2015 [KM_JAN], 2) actual driven kilometers in October 2014 [KM_OCT], 3) income for January 2015 [INCOME_JAN], 4) total kilometers traveled using public transport for February 2015 [PUB_TRANS], and 5) type of car [car] (1 = hybrid, 2 = sedan, 3 = suv).
Open the data file.
What is the standardized residual for the person who drove 264.2 kilometers in January 2015 [KM_JAN]? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-135-en-data.sav), [CSV file](eur-inferential_statistics-135-en-data.csv)
",num,Inferential Statistics/Regression/Standardized coefficient,Performing analysis,SPSS,English,Statistical Literacy,cea61,Inferential Statistics/Standardized coefficient,2026-01-12
2289,Inferential_Statistics/eur-inferential_statistics-136-en,eur-inferential_statistics-136-en,"A researcher is interested in the influence of the drop in price for gasoline (bezine) on students who own a car. He wants to predict how many kilometers they will drive in in Januari 2015 [KM_JAN] by using a few predictors. For 202 students, the researcher has gathered the following data: 1) actual driven kilometers in Jan 2015 [KM_JAN], 2) actual driven kilometers in October 2014 [KM_OCT], 3) income for January 2015 [INCOME_JAN], 4) total kilometers traveled using public transport for February 2015 [PUB_TRANS], and 5) type of car [car] (1 = hybrid, 2 = sedan, 3 = suv).
Open the data file.
Report the standardized regression coefficient for driven kilometers in October 2014 [KM_OCT]? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-136-en-data.sav), [CSV file](eur-inferential_statistics-136-en-data.csv)
",num,Inferential Statistics/Regression/Standardized coefficient,Performing analysis,SPSS,English,Statistical Literacy,c45da,Inferential Statistics/Standardized coefficient,2026-01-12
2291,Inferential_Statistics/eur-inferential_statistics-137-en,eur-inferential_statistics-137-en,"A researcher is interested in the influence of the drop in price for gasoline (bezine) on students who own a car. He wants to predict how many kilometers they will drive in in Januari 2015 [KM_JAN] by using a few predictors. For 202 students, the researcher has gathered the following data: 1) actual driven kilometers in Jan 2015 [KM_JAN], 2) actual driven kilometers in October 2014 [KM_OCT], 3) income for January 2015 [INCOME_JAN], 4) total kilometers traveled using public transport for February 2015 [PUB_TRANS], and 5) type of car [car] (1 = hybrid, 2 = sedan, 3 = suv).
Open the data file.
Expand the model using the variable for type of car [car]. Create dummy variables and make ""hybrid"" your reference group. How much did the proportion of explained variance in driven kilometers in January 2015 increase after the variable car [car] was added as a predictor to the model?
**Download**: [SPSS file](eur-inferential_statistics-137-en-data.sav), [CSV file](eur-inferential_statistics-137-en-data.csv)
",num,Inferential Statistics/Regression/Multiple linear regression/R squared change,Performing analysis,SPSS,English,Statistical Literacy,9b3a9,Inferential Statistics/R squared change,2026-01-12
2293,Inferential_Statistics/eur-inferential_statistics-140-en,eur-inferential_statistics-140-en,"A researcher from Erasmus University Rotterdam is investigating the possible advantages of PBL on students’ social competencies and has gathered social competency scores about students on four occasions. These scores come from observations by the researcher 2 days after their first PBL group (T1_social), six months after their first PBL tutor group (T2­_social), a year after their first PBL tutor group (T3_social) and a year and a half after their first PBL tutor group (T4_social). At these four occasions, social competence was measured using a semi-structured interview with scores varying from 0 (not social) to 40 (very social). Additionally, the researcher determines whether a student is shy or not [SHY]. 
Open the data file.
Conduct an analysis for all subjects to determine whether the level of social competency differs between the four measurements ? [T1_social, T2_social, T3_social, T4_social]. What is the F-value for this effect according to univariate approach? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-140-en-data.sav), [CSV file](eur-inferential_statistics-140-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Oneway repeated measures ANOVA,Performing analysis,SPSS,English,Statistical Literacy,552bc,Inferential Statistics/Oneway repeated measures ANOVA,2026-01-12
2295,Inferential_Statistics/eur-inferential_statistics-141-en,eur-inferential_statistics-141-en,"A researcher from Erasmus University Rotterdam is investigating the possible advantages of PBL on students’ social competencies and has gathered social competency scores about students on four occasions. These scores come from observations by the researcher 2 days after their first PBL group (T1_social), six months after their first PBL tutor group (T2­_social), a year after their first PBL tutor group (T3_social) and a year and a half after their first PBL tutor group (T4_social). At these four occasions, social competence was measured using a semi-structured interview with scores varying from 0 (not social) to 40 (very social). Additionally, the researcher determines whether a student is shy or not [SHY]. 
Open the data file.
The researcher thinks that being shy or not [SHY] may influence the change in social competency over time. Conduct the appropriate analysis to test this hypothesis. What is the F-value for this effect according to univariate approach? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-141-en-data.sav), [CSV file](eur-inferential_statistics-141-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Mixed design ANOVA,Performing analysis,SPSS,English,Statistical Literacy,072ae,Inferential Statistics/Mixed design ANOVA,2026-01-12
2339,Inferential_Statistics/eur-inferential_statistics-222-en,eur-inferential_statistics-222-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1].
Test whether the average number of Driving kilometers is significantly different from the average number of kilometers as a Co-driver. Write the p-value found in the answer box (with 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-222-en-data.sav), [CSV file](eur-inferential_statistics-222-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/t-test/Independent samples means,Performing analysis,SPSS,English,Statistical Literacy,25428,Inferential Statistics/Independent samples means,2026-01-12
2341,Inferential_Statistics/eur-inferential_statistics-223-en,eur-inferential_statistics-223-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1].
What is the probability of getting a collision [Collision=1] among women [Driver]? Write the probability (not a percentage) in the answer box (with 2 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-223-en-data.sav), [CSV file](eur-inferential_statistics-223-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Calculation, Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,c124c,Inferential Statistics/Cross tables,2026-01-12
2349,Inferential_Statistics/eur-inferential_statistics-227-en,eur-inferential_statistics-227-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1]....
The researcher tests whether there is a relationship between the gender of the driver and the make of the car. Write the p-value of this test in the answer box (using 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-227-en-data.sav), [CSV file](eur-inferential_statistics-227-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables/Chi-Squared for Independence,Performing analysis,SPSS,English,Statistical Literacy,b2a46,Inferential Statistics/Chi-Squared for Independence,2026-01-12
2351,Inferential_Statistics/eur-inferential_statistics-228-en,eur-inferential_statistics-228-en,"Men and women often comment on each other's driving in the car. We look at the gender of who is behind the wheel [Driver, where male = 0, female = 1], what make of car someone drives [Car, where Ford = 1, Audi = 2, Toyota = 3, and Volkswagen = 4], the miles driven [Driven_kilometers] and the miles as a co-driver [Co-driver_kilometers]. We also look at who received a collision and who did not [Collision, where no collision = 0, did collision = 1].
Someone states that 45% of all drivers will be male. Is this person right or should we reject his statement? Write the p-value found for this test in the answer box (using 3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-228-en-data.sav), [CSV file](eur-inferential_statistics-228-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables/Chi-Squared for Independence,Performing analysis,SPSS,English,Statistical Literacy,e741b,Inferential Statistics/Chi-Squared for Independence,2026-01-12
2353,Inferential_Statistics/eur-inferential_statistics-229-en,eur-inferential_statistics-229-en,"A question that has puzzled researchers for years is...do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
If you want to know the correlation between the number of hours of sleep [HourSleep] and the number of minutes of film [MinutenFilm], look at the Pearson correlation. Give the value of this correlation. (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-229-en-data.sav), [CSV file](eur-inferential_statistics-229-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,Performing analysis,SPSS,English,Statistical Literacy,94a2d,Inferential Statistics/Pearson,2026-01-12
2355,Inferential_Statistics/eur-inferential_statistics-230-en,eur-inferential_statistics-230-en,"A question that has puzzled researchers for years is...do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
What is the Pearson correlation between the number of hours of sleep [HourSleep] and the number of minutes of movie [MinutenFilm] among men [Gender]? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-230-en-data.sav), [CSV file](eur-inferential_statistics-230-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Correlations/Pearson,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,3a3d5,Inferential Statistics/Pearson,2026-01-12
2357,Inferential_Statistics/eur-inferential_statistics-231-en,eur-inferential_statistics-231-en,"A question that has puzzled researchers for years is.....do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
Investigate the extent to which you can predict the number of hours of sleep [HourSleep] a person has had based on the number of minutes of movie [MinutenFilm] that person has watched. What is the value of the test statistic for the entire model, where you predict the number of hours of sleep [HourSleep] by the number of minutes of movie [MinutenFilm]? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-231-en-data.sav), [CSV file](eur-inferential_statistics-231-en-data.csv)
",num,Inferential Statistics/Regression/Simple linear regression,Performing analysis,SPSS,English,Statistical Literacy,f7a66,Inferential Statistics/Simple linear regression,2026-01-12
2359,Inferential_Statistics/eur-inferential_statistics-232-en,eur-inferential_statistics-232-en,"A question that has puzzled researchers for years is.....do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
If you want to know which of the two independent variables (predictors) measured on a different scale [MinuteFilm and Gender] better predicts the number of hours of sleep [HourSleep], TRUE should you look? Give the value of the relevant coefficient of the worst predictor. (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-232-en-data.sav), [CSV file](eur-inferential_statistics-232-en-data.csv)
",num,Inferential Statistics/Regression/Simple linear regression,Performing analysis,SPSS,English,Statistical Literacy,cc8fe,Inferential Statistics/Simple linear regression,2026-01-12
2361,Inferential_Statistics/eur-inferential_statistics-233-en,eur-inferential_statistics-233-en,"A question that has puzzled researchers for years is...do you really sleep worse after watching a horror movie? To answer this question once and for all, a researcher at EUR drew a sample from all visitors to a Horror-film festival (Slasher-fest) in Rotterdam.  The participants had to indicate the length of the movie they had watched at the festival, and how many hours they had slept the night after the festival. The researcher also administered a questionnaire to the participants measuring their ""degree of anxiety,"" and recorded whether a person was male [Gender = 0] or female [Gender = 1].
Add the variable Anxiety Score to the model that initially included only MinutenFilm as a predictor. What is the difference in proportion explained variance compared to the model with only MinutenFilm? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-233-en-data.sav), [CSV file](eur-inferential_statistics-233-en-data.csv)
",num,"Inferential Statistics/Regression/Simple linear regression, Inferential Statistics/Regression/R squared, Inferential Statistics/Regression/Multiple linear regression/R squared change",Performing analysis,SPSS,English,Statistical Literacy,15a60,Inferential Statistics/Simple linear regression,2026-01-12
2363,Inferential_Statistics/eur-inferential_statistics-234-en,eur-inferential_statistics-234-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
Test whether there is a difference between the three different sports [Sports] in average income [Income]. Give the F value. (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-234-en-data.sav), [CSV file](eur-inferential_statistics-234-en-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA, Inferential Statistics/NHST/Test statistic/F-statistic",Performing analysis,SPSS,English,Statistical Literacy,59d19,Inferential Statistics/Oneway ANOVA,2026-01-12
2365,Inferential_Statistics/eur-inferential_statistics-235-en,eur-inferential_statistics-235-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
In a model with the factor Sports and the dependent variable Income, what is the value of the mean residual variance (MS_within) in the sample? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-235-en-data.sav), [CSV file](eur-inferential_statistics-235-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA,Performing analysis,SPSS,English,Statistical Literacy,89471,Inferential Statistics/Oneway ANOVA,2026-01-12
2367,Inferential_Statistics/eur-inferential_statistics-236-en,eur-inferential_statistics-236-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
Using the LSD correction, test pairwise differences in income [Income] between the three types of athletes [Sports]. What is the p-value associated with the statistic testing the difference between Basketball Players [Sport=2] and Baseball Players [Sport=3]? (3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-236-en-data.sav), [CSV file](eur-inferential_statistics-236-en-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Post-hoc test, Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA",Performing analysis,SPSS,English,Statistical Literacy,3b4f2,Inferential Statistics/Post-hoc test,2026-01-12
2369,Inferential_Statistics/eur-inferential_statistics-237-en,eur-inferential_statistics-237-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
Perform an appropriate test where you include sports and gender as independent variables and income as the dependent variable. What is the Sum of Squares for the factor with the least significant main effect (3 decimal places)?
* Download**: [SPSS file](eur-inferential_statistics-237-en-data.sav), [CSV file](eur-inferential_statistics-237-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA,Performing analysis,SPSS,English,Statistical Literacy,23f5d,Inferential Statistics/Twoway ANOVA,2026-01-12
2371,Inferential_Statistics/eur-inferential_statistics-238-en,eur-inferential_statistics-238-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
The researcher wants to know if [Income] differs between the types of athletes [Sports] taking into account their gender [Sex]. Perform a 2-way ANOVA. What is men's Estimated Marginal Mean (3 decimal places)?
* Download**: [SPSS file](eur-inferential_statistics-238-en-data.sav), [CSV file](eur-inferential_statistics-238-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA,Performing analysis,SPSS,English,Statistical Literacy,2def1,Inferential Statistics/Twoway ANOVA,2026-01-12
2373,Inferential_Statistics/eur-inferential_statistics-239-en,eur-inferential_statistics-239-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
What is the effect size [partial eta squared] of the interaction effect of type of sport [Sport] and gender [Gender]? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-239-en-data.sav), [CSV file](eur-inferential_statistics-239-en-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA, Inferential Statistics/Effect size/Eta squared",Performing analysis,SPSS,English,Statistical Literacy,43054,Inferential Statistics/Twoway ANOVA,2026-01-12
2375,Inferential_Statistics/eur-inferential_statistics-240-en,eur-inferential_statistics-240-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
Compute a new variable on which people from Amsterdam and Haarlem are one group, and people from Rotterdam and Dordrecht are the other. Determine if the average number of “games by the other team that someone watched” of the ""Amsterdam+Haarlem"" group, is significantly different from that of the “Rotterdam+Dordrecht”group. Report the obtained p-value (using 3 decimals).
**Download**: [SPSS file](inferential_statistics-240-en-data.sav), [CSV file](inferential_statistics-240-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/t-test/Independent samples means,Performing analysis,SPSS,English,Statistical Literacy,ee3f9,Inferential Statistics/Independent samples means,2026-01-12
2377,Inferential_Statistics/eur-inferential_statistics-241-en,eur-inferential_statistics-241-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
Test if the average number of games watched when the favourite team played differs significantly from the number of games watched when the other team played. Report the obtained p-value. (using 3 decimals).
**Download**: [SPSS file](inferential_statistics-241-en-data.sav), [CSV file](inferential_statistics-241-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/t-test/Independent samples means,Performing analysis,SPSS,English,Statistical Literacy,fa1d1,Inferential Statistics/Independent samples means,2026-01-12
2379,Inferential_Statistics/eur-inferential_statistics-242-en,eur-inferential_statistics-242-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
What is chance of winning the championship [Champion=1] for an Ajax fan [Fan]? Report the probability, not the percentage. (using 2 decimals).
**Download**: [SPSS file](inferential_statistics-242-en-data.sav), [CSV file](inferential_statistics-242-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,598b9,Inferential Statistics/Cross tables,2026-01-12
2381,Inferential_Statistics/eur-inferential_statistics-243-en,eur-inferential_statistics-243-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
If the championship has been won [Champion=1], what is chance that this was the case for a Feyenoord fan [Fan]? Report the probability, not the percentage. (using 2 decimals).
**Download**: [SPSS file](inferential_statistics-243-en-data.sav), [CSV file](inferential_statistics-243-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/Cross tables,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,bd359,Inferential Statistics/Cross tables,2026-01-12
